,plotid,npp_mc,npp_mc
502,HARV_041,12.84762012,7.531225635
503,HARV_041,29.99760005,9.162088148
504,HARV_041,59.27029785,8.099635061
505,HARV_041,27.43913828,7.459088762
506,HARV_041,167.5714158,6.918793501
507,HARV_041,29.68000345,7.156405734
508,HARV_041,101.403884,8.753596516
509,HARV_041,43.3810902,6.765692831
510,HARV_041,12.47104508,7.596123391
511,HARV_041,63.85818068,6.054532252
512,HARV_041,42.37360419,6.254094336
513,HARV_041,37.5557309,7.06479064
514,HARV_041,69.15180088,6.265283652
515,HARV_041,23.53304422,6.849289343
516,HARV_041,47.67674643,7.987473707
517,HARV_041,8.910472172,5.406645453
518,HARV_041,35.17833515,6.307728259
519,HARV_041,19.41636531,5.423462086
520,HARV_041,10.30403863,7.893598635
521,HARV_041,113.1406187,7.103853829
522,HARV_041,3.824326733,6.758551372
523,HARV_041,1.451363577,10.70783854
524,HARV_041,44.86878709,7.710390359
525,HARV_041,17.46925476,6.744898262
526,HARV_041,41.59426502,8.981053626
527,HARV_041,24.5496113,7.364444588
528,HARV_041,87.77669944,7.639450672
529,HARV_041,41.21420106,8.283931234
530,HARV_041,0.000811089,6.976980877
531,HARV_041,84.8656436,7.410022696
532,HARV_041,48.14720958,8.092350593
533,HARV_041,39.33263951,8.608326617
534,HARV_041,99.78248731,6.625305938
535,HARV_041,62.98458079,6.940489743
536,HARV_041,15.58562844,8.786516637
537,HARV_041,95.57953065,9.200440085
538,HARV_041,38.02953128,9.678138473
539,HARV_041,47.43111406,9.832214047
540,HARV_041,4.39517813,9.088283061
541,HARV_041,9.261108419,7.73110915
542,HARV_041,71.42186945,6.65370166
543,HARV_041,64.95356954,5.978461235
544,HARV_041,8.028448284,7.420531765
545,HARV_041,52.98866696,7.528481963
546,HARV_041,54.30656405,5.679062031
547,HARV_041,73.43156364,6.696723461
548,HARV_041,35.3990125,8.299471343
549,HARV_041,51.28955962,6.723528755
550,HARV_041,59.41892252,6.552268792
551,HARV_041,15.43218856,7.669576833
552,HARV_041,0.057471917,6.964411287
553,HARV_041,53.13108414,6.878968289
554,HARV_041,69.3424471,6.979211686
555,HARV_041,2.191619188,6.904132806
556,HARV_041,15.62399364,6.748434677
557,HARV_041,62.07149405,8.421740334
558,HARV_041,1.532150718,6.516355845
559,HARV_041,65.54910447,6.033399052
560,HARV_041,60.06448058,5.868883645
561,HARV_041,39.16176084,7.205362503
562,HARV_041,45.28974076,7.573702395
563,HARV_041,42.67357071,6.928364665
564,HARV_041,42.88313434,8.025772544
565,HARV_041,41.99161749,8.255767923
566,HARV_041,9.678268132,7.155127138
567,HARV_041,53.11125934,9.140509764
568,HARV_041,2.076121985,6.509235128
569,HARV_041,76.41466797,6.264579472
570,HARV_041,2.71363375,8.417672892
571,HARV_041,43.06613308,6.080337901
572,HARV_041,0.731966921,9.710318837
573,HARV_041,26.85304787,8.632293905
574,HARV_041,48.21004847,5.785677694
575,HARV_041,84.69908549,6.085028902
576,HARV_041,3.591226428,7.691858083
577,HARV_041,76.5414439,8.232405092
578,HARV_041,99.04919836,7.242603698
579,HARV_041,104.5478734,6.776667746
580,HARV_041,13.27781114,7.980213291
581,HARV_041,7.600111301,7.397980761
582,HARV_041,78.36140802,6.35606659
583,HARV_041,23.97155193,6.769898508
584,HARV_041,7.9622943,5.968700898
585,HARV_041,75.0491456,5.943515941
586,HARV_041,30.32614585,6.890335308
587,HARV_041,46.67502171,6.34178715
588,HARV_041,48.78958962,5.116458821
589,HARV_041,52.88379858,6.867543528
590,HARV_041,1.988122539,7.416550086
591,HARV_041,78.15622141,6.250684575
592,HARV_041,20.14389312,7.394350585
593,HARV_041,60.63950095,7.771393592
594,HARV_041,38.42717868,7.702301938
595,HARV_041,42.34744727,8.346125814
596,HARV_041,0.004791781,7.098246134
597,HARV_041,0.590755031,7.935709576
598,HARV_041,54.02176189,7.678871299
599,HARV_041,25.78236319,5.766746267
600,HARV_041,30.32014252,8.057420513
601,HARV_041,43.42346755,8.314575749
602,HARV_041,31.94112004,6.594497811
603,HARV_041,22.1343773,8.006620024
604,HARV_041,70.06588923,7.550138337
605,HARV_041,95.30247703,6.686698858
606,HARV_041,22.0588426,7.631056738
607,HARV_041,95.28093178,4.970017256
608,HARV_041,56.24877373,4.518451695
609,HARV_041,8.884822253,6.500227988
610,HARV_041,47.48309205,10.29035216
611,HARV_041,86.05828761,10.68173915
612,HARV_041,5.7289681,5.280257052
613,HARV_041,1.250032382,7.726455653
614,HARV_041,4.378747813,8.209668701
615,HARV_041,16.01382006,7.43630662
616,HARV_041,60.58726605,5.747192369
617,HARV_041,12.98046383,10.41617657
618,HARV_041,3.792109741,6.847596412
619,HARV_041,42.58779512,6.243657139
620,HARV_041,105.2708262,7.889068862
621,HARV_041,10.57179848,8.031004544
622,HARV_041,8.022340572,8.370776183
623,HARV_041,13.39019599,8.043515704
624,HARV_041,23.24731968,6.92559322
625,HARV_041,0.985279392,5.974106322
626,HARV_041,70.09279685,6.789867931
627,HARV_041,33.38072288,7.878950444
628,HARV_041,67.47868476,8.726583867
629,HARV_041,34.44040445,6.031621066
630,HARV_041,56.2598413,7.826713555
631,HARV_041,5.642265489,7.299165538
632,HARV_041,7.054665134,7.101825925
633,HARV_041,23.13227877,9.250576589
634,HARV_041,124.9573157,6.498037637
635,HARV_041,11.95547318,6.556957094
636,HARV_041,82.25395551,8.209830361
637,HARV_041,57.91756656,7.125703849
638,HARV_041,36.04275491,7.581477
639,HARV_041,38.68087185,6.266148935
640,HARV_041,27.63873091,7.949579547
641,HARV_041,43.20307799,5.086074606
642,HARV_041,30.33222211,9.148547876
643,HARV_041,69.62349329,14.17849272
644,HARV_041,49.23091831,5.629149199
645,HARV_041,6.427114683,7.016742168
646,HARV_041,46.97197508,7.884735046
647,HARV_041,91.40451549,7.825823914
648,HARV_041,7.97050853,9.602167658
649,HARV_041,75.48088819,6.654483021
650,HARV_041,154.6475098,8.318885479
651,HARV_041,63.63836051,7.760607526
652,HARV_041,48.24196953,7.701430327
653,HARV_041,106.6357875,6.297645045
654,HARV_041,105.0249409,5.969688217
655,HARV_041,18.52654637,6.158962595
656,HARV_041,90.93147323,6.407608286
657,HARV_041,88.64347052,5.608455074
658,HARV_041,13.45892001,6.564482599
659,HARV_041,60.36055316,7.014717947
660,HARV_041,37.32265336,7.394160143
661,HARV_041,29.02401011,6.622565804
662,HARV_041,129.0764028,6.388240079
663,HARV_041,46.95346362,7.201040485
664,HARV_041,89.02351424,9.836618747
665,HARV_041,59.72549587,4.624450011
666,HARV_041,130.4177522,9.042515974
667,HARV_041,47.15627119,7.784499356
668,HARV_041,11.29276652,12.14274892
669,HARV_041,31.52923671,7.429412601
670,HARV_041,9.679428595,7.313244401
671,HARV_041,70.76639642,6.087791654
672,HARV_041,88.00225729,8.39985151
673,HARV_041,11.96143027,6.237328635
674,HARV_041,55.67355722,7.876524935
675,HARV_041,17.33980757,7.469816136
676,HARV_041,86.60972952,6.965268337
677,HARV_041,30.02206962,6.692770645
678,HARV_041,4.503020141,7.540622744
679,HARV_041,95.25962883,6.276381204
680,HARV_041,63.46947088,7.516064139
681,HARV_041,13.67304975,7.325728103
682,HARV_041,28.20254784,7.300942808
683,HARV_041,10.55748893,7.506361285
684,HARV_041,29.51105468,6.252411753
685,HARV_041,2.948838134,6.499910894
686,HARV_041,32.11134053,7.114886114
687,HARV_041,4.770520759,6.20204774
688,HARV_041,85.49083687,6.461810569
689,HARV_041,17.80698781,7.139577726
690,HARV_041,101.9334515,7.491273978
691,HARV_041,31.00449204,6.251571706
692,HARV_041,56.01961294,5.259565687
693,HARV_041,14.58765095,7.92576323
694,HARV_041,58.77971057,5.262695269
695,HARV_041,29.60216137,9.116018252
696,HARV_041,14.4945265,11.26150698
697,HARV_041,61.53152192,5.751155573
698,HARV_041,3.343973847,7.347786178
699,HARV_041,14.2104198,9.309452299
700,HARV_041,41.16135202,8.040079107
701,HARV_041,35.28233727,7.908783834
702,HARV_041,44.33408614,6.308073083
703,HARV_041,53.27844545,6.158581758
704,HARV_041,83.91286363,8.721259164
705,HARV_041,30.04649901,9.711796236
706,HARV_041,79.59622011,9.913902096
707,HARV_041,32.02617896,7.119321028
708,HARV_041,9.054906567,7.290134723
709,HARV_041,16.23566322,8.340108595
710,HARV_041,5.573204492,5.802553689
711,HARV_041,47.63397789,6.579974833
712,HARV_041,75.91342635,9.25047366
713,HARV_041,25.38793454,7.882255253
714,HARV_041,103.1283751,6.37645586
715,HARV_041,103.4969385,8.220757709
716,HARV_041,0,8.792784049
717,HARV_041,9.308403294,6.262211093
718,HARV_041,37.17219656,6.873529696
719,HARV_041,36.80812611,6.595570861
720,HARV_041,49.61740159,6.22112174
721,HARV_041,4.538391534,7.121157843
722,HARV_041,83.81247507,7.216105457
723,HARV_041,16.98388835,5.48760515
724,HARV_041,133.9257145,6.771832763
725,HARV_041,16.74116756,6.580119728
726,HARV_041,25.81976779,5.625941851
727,HARV_041,44.30080047,6.247950053
728,HARV_041,10.65819247,6.952134562
729,HARV_041,58.56264487,6.508484684
730,HARV_041,8.339623684,8.88186056
731,HARV_041,24.60417451,6.958440197
732,HARV_041,80.81007904,7.227650734
733,HARV_041,27.26145872,6.123440021
734,HARV_041,25.8726721,8.139730285
735,HARV_041,19.37031951,6.281619014
736,HARV_041,42.31133395,6.464059164
737,HARV_041,75.43872102,7.726409481
738,HARV_041,114.2747464,6.468095336
739,HARV_041,121.8089599,7.274881718
740,HARV_041,27.51161992,8.030228798
741,HARV_041,132.6841252,6.30900873
742,HARV_041,134.7275285,6.316064912
743,HARV_041,100.8651111,6.241498765
744,HARV_041,96.89443169,9.131161906
745,HARV_041,11.68481473,6.126946754
746,HARV_041,29.75362272,6.544317601
747,HARV_041,30.93061085,6.114406673
748,HARV_041,72.66522831,5.92949564
749,HARV_041,8.729253102,6.181131484
750,HARV_041,55.4493877,7.847245264
751,HARV_041,26.81718409,10.11845303
752,HARV_041,69.98414491,7.15065452
753,HARV_041,6.405909368,6.363769186
754,HARV_041,17.32390929,7.79801245
755,HARV_041,16.04723502,9.328425245
756,HARV_041,67.49780841,8.373650246
757,HARV_041,44.5620082,8.196008149
758,HARV_041,16.55510931,5.200457677
759,HARV_041,25.85789904,7.962283468
760,HARV_041,53.33031878,8.304905685
761,HARV_041,76.45626567,7.966817243
762,HARV_041,6.812942627,7.916366804
763,HARV_041,61.46846475,5.041174722
764,HARV_041,65.51735505,8.229570519
765,HARV_041,91.24730563,6.942623997
766,HARV_041,88.479232,9.848200715
767,HARV_041,10.43784921,7.064620938
768,HARV_041,57.94830849,8.643033515
769,HARV_041,72.94547116,6.398978273
770,HARV_041,24.16111144,6.147805022
771,HARV_041,59.53593983,6.569036091
772,HARV_041,153.6452805,7.153094917
773,HARV_041,72.12630401,8.557008629
774,HARV_041,57.78013337,9.398964304
775,HARV_041,18.47768071,6.091167744
776,HARV_041,134.0211474,9.27206381
777,HARV_041,28.95840795,8.669777928
778,HARV_041,28.29836761,7.543800011
779,HARV_041,72.2032945,6.897116128
780,HARV_041,4.508647418,7.343182886
781,HARV_041,18.3310925,6.398483413
782,HARV_041,66.10807638,6.53173561
783,HARV_041,27.43245309,6.546243476
784,HARV_041,0.749486878,9.395667607
785,HARV_041,84.34451196,5.932249697
786,HARV_041,43.48624831,7.578018026
787,HARV_041,60.86950005,7.278746751
788,HARV_041,38.63519126,9.007832387
789,HARV_041,29.18412677,5.706943922
790,HARV_041,53.94803859,6.215932361
791,HARV_041,84.49601081,6.052674588
792,HARV_041,66.06544087,8.027849864
793,HARV_041,74.3303396,9.133317113
794,HARV_041,24.28246241,6.483102851
795,HARV_041,15.44114514,7.465626805
796,HARV_041,79.75054232,8.999551008
797,HARV_041,80.2734766,8.518456649
798,HARV_041,0.997092746,7.533784658
799,HARV_041,57.9561729,5.521431468
800,HARV_041,90.04409849,6.80754378
801,HARV_041,11.71635142,8.080394362
802,HARV_041,93.73601763,8.153010591
803,HARV_041,4.941206902,6.177068175
804,HARV_041,53.65830564,7.257371739
805,HARV_041,14.40535542,5.787288317
806,HARV_041,67.62138661,6.626824813
807,HARV_041,43.70087066,5.116988648
808,HARV_041,0.060394663,5.776950762
809,HARV_041,23.66453609,11.34715774
810,HARV_041,1.748865509,7.859284366
811,HARV_041,8.942684591,5.001248451
812,HARV_041,4.498316598,8.058664448
813,HARV_041,119.1874488,5.791044661
814,HARV_041,16.48635601,7.265315956
815,HARV_041,20.14050081,8.659187022
816,HARV_041,36.09835571,9.773075769
817,HARV_041,21.84101138,8.394570186
818,HARV_041,93.75004722,6.541520136
819,HARV_041,48.63643514,9.021417451
820,HARV_041,6.643054724,8.775569063
821,HARV_041,10.82342384,8.629419468
822,HARV_041,21.79498036,7.38307803
823,HARV_041,27.75146181,5.735104742
824,HARV_041,5.915435356,7.801031671
825,HARV_041,13.19923928,8.524427541
826,HARV_041,36.53878256,14.46533586
827,HARV_041,24.7978542,7.694580476
828,HARV_041,13.85196533,7.9329391
829,HARV_041,40.4461847,8.106022982
830,HARV_041,41.44659698,7.449690764
831,HARV_041,36.31429747,9.991189175
832,HARV_041,21.70836527,7.315219609
833,HARV_041,24.88894703,8.746947613
834,HARV_041,94.99378511,7.386277011
835,HARV_041,1.896050232,7.814967863
836,HARV_041,60.09562107,5.279233533
837,HARV_041,27.89776977,7.794524725
838,HARV_041,3.778360436,8.356918353
839,HARV_041,12.58440215,7.207899801
840,HARV_041,32.08118848,7.184707079
841,HARV_041,37.55221152,8.194260282
842,HARV_041,66.78265531,8.201921817
843,HARV_041,27.40015659,9.702045636
844,HARV_041,23.31666204,7.290812654
845,HARV_041,20.9224995,6.532040325
846,HARV_041,46.27828447,7.815322837
847,HARV_041,52.46577119,7.168148193
848,HARV_041,10.75624172,7.157153482
849,HARV_041,23.75821941,7.242421289
850,HARV_041,54.85176193,5.80393987
851,HARV_041,31.17133692,6.534776459
852,HARV_041,36.71652161,6.051653604
853,HARV_041,66.20070932,5.669472757
854,HARV_041,18.76719894,6.832390852
855,HARV_041,74.82668005,8.063946762
856,HARV_041,12.21819807,9.019528469
857,HARV_041,9.663220252,8.009963054
858,HARV_041,50.90457433,8.113639655
859,HARV_041,37.13952416,7.168509947
860,HARV_041,7.115729425,11.70451011
861,HARV_041,95.59941585,5.252727018
862,HARV_041,46.33981222,6.515304798
863,HARV_041,48.6327279,8.762720651
864,HARV_041,6.590942427,6.046844432
865,HARV_041,5.587581504,11.63555673
866,HARV_041,3.854595473,8.204022369
867,HARV_041,29.34749789,7.032281917
868,HARV_041,133.5282355,6.688759652
869,HARV_041,7.717368322,7.244860825
870,HARV_041,9.894561626,7.292958589
871,HARV_041,132.5060671,10.01904587
872,HARV_041,57.27290245,7.729921063
873,HARV_041,25.34276758,8.41560659
874,HARV_041,23.04781454,7.965652097
875,HARV_041,90.6153813,9.188481648
876,HARV_041,2.932429432,11.25812811
877,HARV_041,74.00354174,8.000396701
878,HARV_041,22.21426413,7.872834215
879,HARV_041,21.50329436,10.73717154
880,HARV_041,23.28953512,6.433969262
881,HARV_041,14.90812217,7.703882454
882,HARV_041,25.12139676,8.943998974
883,HARV_041,36.62341561,6.095417476
884,HARV_041,6.910745608,6.2914165
885,HARV_041,21.82732081,7.516344878
886,HARV_041,64.58015492,6.580270221
887,HARV_041,48.47382113,5.677524756
888,HARV_041,44.65376346,5.611822062
889,HARV_041,7.050552228,6.264467539
890,HARV_041,8.940614616,7.994383534
891,HARV_041,49.19656579,8.023096791
892,HARV_041,0.588546657,6.338181595
893,HARV_041,24.09199837,6.797150027
894,HARV_041,6.611164385,6.172253716
895,HARV_041,36.48404229,6.170226798
896,HARV_041,0.864101871,5.776606855
897,HARV_041,67.97360263,6.850990195
898,HARV_041,48.92265591,8.496038543
899,HARV_041,21.81556088,6.283543893
900,HARV_041,52.42951445,8.710385464
901,HARV_041,35.10605883,7.825024915
902,HARV_041,15.14542714,6.822212658
903,HARV_041,29.09934177,8.149874141
904,HARV_041,34.72393764,7.972545982
905,HARV_041,54.19783506,7.954238302
906,HARV_041,100.4808539,7.001402759
907,HARV_041,44.19862254,7.316328377
908,HARV_041,68.53533813,5.981095675
909,HARV_041,91.30540694,7.088931705
910,HARV_041,18.99940265,7.922021979
911,HARV_041,41.79599188,7.617414045
912,HARV_041,47.03104972,7.174924429
913,HARV_041,69.87122318,9.626894042
914,HARV_041,43.94185813,9.561077671
915,HARV_041,11.12595481,7.33836364
916,HARV_041,75.86484394,8.257225675
917,HARV_041,11.95899306,5.961917979
918,HARV_041,60.29375833,7.741273177
919,HARV_041,19.1690201,5.75090727
920,HARV_041,44.00606729,6.144823647
921,HARV_041,17.34349327,7.110140178
922,HARV_041,133.1199022,7.244033798
923,HARV_041,35.31160746,7.153216276
924,HARV_041,33.07299947,8.889038564
925,HARV_041,19.50585737,6.282343357
926,HARV_041,84.43225984,5.964401679
927,HARV_041,45.73467416,5.450702914
928,HARV_041,9.627605894,5.290705571
929,HARV_041,98.07700429,5.006270603
930,HARV_041,22.29847325,7.586597234
931,HARV_041,145.3307828,7.255844936
932,HARV_041,5.769850013,6.357746067
933,HARV_041,12.40332789,7.026920605
934,HARV_041,22.25885688,7.281324278
935,HARV_041,67.38914993,11.94883753
936,HARV_041,44.51145475,5.995173101
937,HARV_041,0,7.396438546
938,HARV_041,0.106982249,6.06764645
939,HARV_041,40.21301387,8.264354246
940,HARV_041,16.0997721,7.223074361
941,HARV_041,10.22676455,6.792796415
942,HARV_041,80.20703781,7.06360359
943,HARV_041,69.25281749,7.56006304
944,HARV_041,43.44139036,6.416052424
945,HARV_041,30.20425817,8.293021364
946,HARV_041,23.21886156,6.422304817
947,HARV_041,26.22495373,7.344702328
948,HARV_041,3.391600401,8.467088758
949,HARV_041,26.90476279,6.568835157
950,HARV_041,0.820976709,5.898989747
951,HARV_041,1.491716411,8.161730082
952,HARV_041,12.25543359,7.107111746
953,HARV_041,106.4956889,9.256229181
954,HARV_041,2.44351884,7.592250668
955,HARV_041,47.12483805,6.37308547
956,HARV_041,62.46238888,6.801910148
957,HARV_041,64.85868379,7.210819282
958,HARV_041,17.28024488,9.326398032
959,HARV_041,11.69602976,7.549267584
960,HARV_041,28.4841585,5.809344102
961,HARV_041,51.03424746,7.879975782
962,HARV_041,6.291047001,7.237025752
963,HARV_041,65.69170331,8.899638634
964,HARV_041,57.92038381,7.045242614
965,HARV_041,18.70875511,6.873043272
966,HARV_041,3.387455173,4.742869455
967,HARV_041,40.77775621,7.41668944
968,HARV_041,98.79456767,8.016754371
969,HARV_041,6.418979989,6.606296946
970,HARV_041,3.873987208,9.865642597
971,HARV_041,18.90379155,6.926204658
972,HARV_041,2.538043852,8.980431254
973,HARV_041,57.49531438,8.002034401
974,HARV_041,114.8652792,6.866216768
975,HARV_041,52.29189631,6.759628256
976,HARV_041,111.8609612,6.49224888
977,HARV_041,40.77051076,6.4810428
978,HARV_041,73.68055557,7.239065739
979,HARV_041,14.39541302,8.324108868
980,HARV_041,7.213354036,7.611894397
981,HARV_041,14.40581111,7.216316498
982,HARV_041,24.90049463,5.94062385
983,HARV_041,1.816933814,6.778134055
984,HARV_041,28.56207834,6.35347736
985,HARV_041,50.91209901,7.959177916
986,HARV_041,42.08228127,7.309598997
987,HARV_041,104.8231211,7.127991296
988,HARV_041,35.33012457,6.922795034
989,HARV_041,83.61382303,7.326027052
990,HARV_041,86.90085066,7.189107279
991,HARV_041,4.95305163,4.814544115
992,HARV_041,24.08761287,7.906191802
993,HARV_041,53.4590891,6.684948788
994,HARV_041,93.19815089,7.012920195
995,HARV_041,6.29912527,7.565597183
996,HARV_041,30.68283507,6.019232696
997,HARV_041,17.49403985,7.695779281
998,HARV_041,56.98800037,7.555881802
999,HARV_041,72.02498331,7.652925288
1000,HARV_041,8.134797421,6.635490455
